name,host_star,ltr,disc_year,orb_period_ed,radius_e,temp_f,circumference_k,mass_e,density_e,temp_c,habit_code,solar_flux,circumference_m,disc_facility,disc_method
Kepler-1424 b,Kepler-1424,b,2016,29.61,1.16,1190.0,"46,435",1.6,1.0544,841.0,0,37.12,"28,855",Kepler,Transit
Kepler-1425 b,Kepler-1425,b,2016,14.45,0.94,1274.0,"37,628",0.8,0.9347,888.0,0,216.41,"23,383",Kepler,Transit
Kepler-1426 b,Kepler-1426,b,2016,14.26,1.56,1492.0,"62,447",3.0,0.8004,1009.0,0,95.22,"38,805",Kepler,Transit
Kepler-1427 b,Kepler-1427,b,2016,0.97,1.1,3377.0,"44,033",1.4,1.0272,2056.0,0,2730.51,"27,363",Kepler,Transit
Kepler-1428 b,Kepler-1428,b,2016,10.68,1.64,1946.0,"65,649",3.3,0.7532,1261.0,0,817.58,"40,795",Kepler,Transit
Kepler-1429 b,Kepler-1429,b,2016,4.48,1.29,2216.0,"51,639",2.2,1.0272,1411.0,0,551.16,"32,089",Kepler,Transit
Kepler-143 b,Kepler-143,b,2014,16.01,2.41,1566.0,"96,473",6.4,0.4555,1050.0,0,118.33,"59,949",Kepler,Transit
Kepler-143 c,Kepler-143,c,2014,27.08,3.37,1323.0,"134,902",11.3,0.294,915.0,0,58.7,"83,829",Kepler,Transit
Kepler-1430 b,Kepler-1430,b,2016,2.46,1.18,1802.0,"47,236",1.8,1.069,1181.0,0,208.54,"29,353",Kepler,Transit
Kepler-1431 b,Kepler-1431,b,2016,5.87,1.47,1973.0,"58,844",2.8,0.8657,1276.0,0,469.82,"36,566",Kepler,Transit
Kepler-1432 b,Kepler-1432,b,2016,23.91,2.22,1334.0,"88,867",5.6,0.5064,921.0,0,119.24,"55,223",Kepler,Transit
Kepler-1433 b,Kepler-1433,b,2016,4.14,1.56,2264.0,"62,447",3.0,0.8004,1438.0,0,535.42,"38,805",Kepler,Transit
Kepler-1434 b,Kepler-1434,b,2016,8.05,1.11,2434.0,"44,433",1.4,1.029,1532.0,0,925.29,"27,611",Kepler,Transit
Kepler-1435 b,Kepler-1435,b,2016,4.45,0.86,2453.0,"34,426",0.6,0.8875,1543.0,0,893.89,"21,393",Kepler,Transit
Kepler-1436 b,Kepler-1436,b,2016,9.71,1.31,1859.0,"52,440",2.3,1.0073,1213.0,0,772.08,"32,586",Kepler,Transit
Kepler-1437 b,Kepler-1437,b,2016,10.93,1.37,1444.0,"54,841",2.4,0.951,982.0,0,83.14,"34,079",Kepler,Transit
Kepler-1438 b,Kepler-1438,b,2016,2.32,0.94,2740.0,"37,628",0.8,0.9347,1702.0,0,561.12,"23,383",Kepler,Transit
Kepler-1439 b,Kepler-1439,b,2016,8.07,1.46,814.0,"58,444",2.7,0.8748,632.0,0,9.08,"36,318",Kepler,Transit
Kepler-144 b,Kepler-144,b,2014,5.89,1.33,2313.0,"53,240",2.3,0.9873,1465.0,0,426.72,"33,084",Kepler,Transit
Kepler-144 c,Kepler-144,c,2014,10.1,1.35,1940.0,"54,041",2.4,0.9691,1258.0,0,207.25,"33,581",Kepler,Transit
Kepler-1440 b,Kepler-1440,b,2016,39.86,1.26,1132.0,"50,438",2.1,1.0617,809.0,0,44.73,"31,343",Kepler,Transit
Kepler-1441 b,Kepler-1441,b,2016,39.44,1.31,1285.0,"52,440",2.3,1.0073,894.0,0,33.05,"32,586",Kepler,Transit
Kepler-1442 b,Kepler-1442,b,2016,81.42,3.93,997.0,"157,319",14.7,0.2414,734.0,0,25.97,"97,759",Kepler,Transit
Kepler-1443 b,Kepler-1443,b,2016,2.42,0.97,2941.0,"38,829",0.9,0.951,1814.0,0,2809.16,"24,129",Kepler,Transit
Kepler-1444 b,Kepler-1444,b,2016,33.42,2.18,1103.0,"87,266",5.4,0.5191,793.0,0,25.94,"54,228",Kepler,Transit
Kepler-1445 b,Kepler-1445,b,2016,10.6,0.96,1834.0,"38,429",0.8,0.9474,1199.0,0,248.55,"23,880",Kepler,Transit
Kepler-1446 b,Kepler-1446,b,2016,0.69,0.82,2828.0,"32,825",0.5,0.8621,1751.0,0,1213.33,"20,398",Kepler,Transit
Kepler-1447 b,Kepler-1447,b,2016,56.67,2.9,997.0,"116,088",8.8,0.3575,734.0,0,10.35,"72,138",Kepler,Transit
Kepler-1448 b,Kepler-1448,b,2016,12.27,1.61,1517.0,"64,449",3.2,0.7695,1023.0,0,86.64,"40,049",Kepler,Transit
Kepler-1449 b,Kepler-1449,b,2016,13.23,1.68,1618.0,"67,251",3.5,0.7278,1079.0,0,271.88,"41,790",Kepler,Transit
Kepler-145 b,Kepler-145,b,2013,22.95,2.65,1629.0,"106,080",37.1,1.9964,1085.0,0,154.71,"65,919",Kepler,Transit
Kepler-145 c,Kepler-145,c,2013,42.88,4.32,1334.0,"172,930",79.4,0.9819,921.0,0,67.19,"107,461",Kepler,Transit
Kepler-1450 b,Kepler-1450,b,2016,54.51,1.71,612.0,"68,452",3.6,0.7114,520.0,0,3.08,"42,536",Kepler,Transit
Kepler-1451 b,Kepler-1451,b,2016,35.62,3.35,999.0,"134,101",11.2,0.2976,735.0,0,18.75,"83,332",Kepler,Transit
Kepler-1452 b,Kepler-1452,b,2016,42.91,2.7,1516.0,"108,081",7.8,0.392,1022.0,0,73.5,"67,163",Kepler,Transit
Kepler-1453 b,Kepler-1453,b,2016,47.16,2.67,963.0,"106,881",7.6,0.3993,715.0,0,11.89,"66,417",Kepler,Transit
Kepler-1454 b,Kepler-1454,b,2016,47.03,1.88,943.0,"75,257",4.2,0.6298,704.0,0,9.08,"46,765",Kepler,Transit
Kepler-1455 b,Kepler-1455,b,2016,49.28,2.16,594.0,"86,465",5.3,1.029,510.0,0,1.53,"53,730",Kepler,Transit
Kepler-1456 b,Kepler-1456,b,2016,18.14,1.14,837.0,"45,634",1.6,1.0436,645.0,0,8.23,"28,358",Kepler,Transit
Kepler-1457 b,Kepler-1457,b,2016,51.11,1.99,918.0,"79,660",4.6,0.5844,690.0,0,23.47,"49,502",Kepler,Transit
Kepler-1458 b,Kepler-1458,b,2016,47.99,2.76,945.0,"110,483",8.0,0.3811,705.0,0,8.29,"68,655",Kepler,Transit
Kepler-1459 b,Kepler-1459,b,2016,62.87,1.36,686.0,"54,441",2.4,0.9601,561.0,0,3.51,"33,830",Kepler,Transit
Kepler-146 b,Kepler-146,b,2014,31.16,3.71,1208.0,"148,512",13.3,0.2595,851.0,0,32.89,"92,287",Kepler,Transit
Kepler-146 c,Kepler-146,c,2014,76.73,3.13,909.0,"125,294",10.0,0.323,685.0,0,9.89,"77,859",Kepler,Transit
Kepler-1460 b,Kepler-1460,b,2016,29.96,1.96,761.0,"78,459",4.5,0.5953,603.0,0,5.47,"48,755",Kepler,Transit
Kepler-1461 b,Kepler-1461,b,2016,29.35,2.03,869.0,"81,261",4.8,0.5699,663.0,0,8.88,"50,497",Kepler,Transit
Kepler-1462 b,Kepler-1462,b,2016,65.65,3.82,760.0,"152,915",14.0,0.2505,602.0,0,4.7,"95,023",Kepler,Transit
Kepler-1463 b,Kepler-1463,b,2016,25.16,1.86,1172.0,"74,456",4.1,0.6388,831.0,0,57.63,"46,268",Kepler,Transit
Kepler-1464 b,Kepler-1464,b,2016,31.78,1.66,1073.0,"66,450",3.4,0.7387,776.0,0,89.47,"41,293",Kepler,Transit
Kepler-1464 c,Kepler-1464,c,2016,5.33,1.0,1899.0,"40,030",1.0,0.9691,1235.0,0,968.55,"24,875",Kepler,Transit
Kepler-1465 b,Kepler-1465,b,2016,31.83,1.77,1260.0,"70,853",3.8,0.6806,880.0,0,6.25,"44,029",Kepler,Transit
Kepler-1466 b,Kepler-1466,b,2016,31.18,1.55,1111.0,"62,047",3.0,0.8094,797.0,0,21.88,"38,556",Kepler,Transit
Kepler-1467 b,Kepler-1467,b,2016,47.06,3.3,797.0,"132,100",10.9,0.3031,623.0,0,7.92,"82,088",Kepler,Transit
Kepler-1468 b,Kepler-1468,b,2016,8.24,1.73,2025.0,"69,252",3.6,0.7005,1305.0,0,481.35,"43,034",Kepler,Transit
Kepler-1468 c,Kepler-1468,c,2016,3.55,1.15,2664.0,"46,035",1.6,1.049,1660.0,0,1479.57,"28,606",Kepler,Transit
Kepler-1469 b,Kepler-1469,b,2016,21.86,2.8,1049.0,"112,084",8.2,0.3757,763.0,0,24.9,"69,650",Kepler,Transit
Kepler-147 b,Kepler-147,b,2014,12.61,1.53,1773.0,"61,246",3.0,0.824,1165.0,0,224.61,"38,059",Kepler,Transit
Kepler-147 c,Kepler-147,c,2014,33.42,2.43,1298.0,"97,273",6.5,0.4501,901.0,0,61.29,"60,447",Kepler,Transit
Kepler-1470 b,Kepler-1470,b,2016,16.3,1.07,1091.0,"42,832",1.2,1.0091,786.0,0,23.92,"26,616",Kepler,Transit
Kepler-1471 b,Kepler-1471,b,2016,3.64,1.41,2286.0,"56,443",2.6,0.9147,1450.0,0,314.23,"35,074",Kepler,Transit
Kepler-1472 b,Kepler-1472,b,2016,38.13,1.9,1161.0,"76,057",4.3,0.6207,825.0,0,57.08,"47,263",Kepler,Transit
Kepler-1473 b,Kepler-1473,b,2016,14.43,1.19,1467.0,"47,636",1.8,1.0708,995.0,0,111.01,"29,601",Kepler,Transit
Kepler-1474 b,Kepler-1474,b,2016,36.43,2.16,1067.0,"86,465",5.3,0.5263,773.0,0,21.39,"53,730",Kepler,Transit
Kepler-1475 b,Kepler-1475,b,2016,82.18,2.92,851.0,"116,888",8.8,0.3539,653.0,0,13.76,"72,635",Kepler,Transit
Kepler-1476 b,Kepler-1476,b,2016,10.36,1.67,1606.0,"66,850",3.4,0.735,1072.0,0,75.64,"41,541",Kepler,Transit
Kepler-1477 b,Kepler-1477,b,2016,11.56,1.18,1271.0,"47,236",1.8,1.069,886.0,0,78.16,"29,353",Kepler,Transit
Kepler-1478 b,Kepler-1478,b,2016,26.08,1.73,1134.0,"69,252",3.6,0.7005,810.0,0,85.28,"43,034",Kepler,Transit
Kepler-1479 b,Kepler-1479,b,2016,14.53,1.83,1400.0,"73,255",4.0,0.6534,958.0,0,98.57,"45,521",Kepler,Transit
Kepler-148 b,Kepler-148,b,2014,1.73,1.8,2369.0,"72,054",3.9,0.6661,1496.0,0,609.02,"44,775",Kepler,Transit
Kepler-148 c,Kepler-148,c,2014,4.18,3.6,1780.0,"144,109",12.6,0.2686,1169.0,0,187.2,"89,550",Kepler,Transit
Kepler-148 d,Kepler-148,d,2016,51.85,8.68,801.0,"347,462",56.3,0.0858,625.0,0,6.53,"215,916",Kepler,Transit
Kepler-1480 b,Kepler-1480,b,2016,22.13,1.67,1355.0,"66,850",3.4,0.735,933.0,0,16.32,"41,541",Kepler,Transit
Kepler-1481 b,Kepler-1481,b,2016,5.94,1.23,1492.0,"49,237",2.0,1.0926,1009.0,0,71.94,"30,596",Kepler,Transit
Kepler-1482 b,Kepler-1482,b,2016,12.25,1.01,1278.0,"40,430",1.0,0.9782,890.0,0,86.5,"25,124",Kepler,Transit
Kepler-1483 b,Kepler-1483,b,2016,9.51,1.52,2093.0,"60,846",2.9,0.8294,1343.0,0,265.02,"37,810",Kepler,Transit
Kepler-1484 b,Kepler-1484,b,2016,30.45,2.11,1181.0,"84,464",5.1,0.5408,836.0,0,35.92,"52,487",Kepler,Transit
Kepler-1485 b,Kepler-1485,b,2016,19.92,1.47,1368.0,"58,844",2.8,0.8657,940.0,0,85.18,"36,566",Kepler,Transit
Kepler-1486 b,Kepler-1486,b,2016,54.65,2.32,1026.0,"92,870",6.0,0.4791,750.0,0,22.37,"57,710",Kepler,Transit
Kepler-1487 b,Kepler-1487,b,2016,7.32,2.13,3085.0,"85,264",5.2,0.5354,1894.0,0,323.29,"52,984",Kepler,Transit
Kepler-1488 b,Kepler-1488,b,2016,39.82,1.86,1228.0,"74,456",4.1,0.6388,862.0,0,73.33,"46,268",Kepler,Transit
Kepler-1489 b,Kepler-1489,b,2016,82.29,1.77,778.0,"70,853",3.8,0.6806,612.0,0,11.89,"44,029",Kepler,Transit
Kepler-149 b,Kepler-149,b,2014,29.2,4.21,1030.0,"168,527",16.5,0.2214,752.0,0,23.64,"104,724",Kepler,Transit
Kepler-149 c,Kepler-149,c,2014,55.33,1.61,842.0,"64,449",3.2,0.7695,648.0,0,10.08,"40,049",Kepler,Transit
Kepler-149 d,Kepler-149,d,2014,160.02,3.96,608.0,"158,519",14.9,0.2396,518.0,0,2.45,"98,506",Kepler,Transit
Kepler-1490 b,Kepler-1490,b,2016,92.44,3.04,684.0,"121,692",9.5,0.3358,560.0,0,3.79,"75,620",Kepler,Transit
Kepler-1491 b,Kepler-1491,b,2016,16.59,1.51,1535.0,"60,446",2.9,0.8367,1033.0,0,138.11,"37,561",Kepler,Transit
Kepler-1492 b,Kepler-1492,b,2016,16.75,1.49,1499.0,"59,645",2.8,0.853,1013.0,0,11.52,"37,064",Kepler,Transit
Kepler-1493 b,Kepler-1493,b,2016,15.02,1.41,1631.0,"56,443",2.6,0.9147,1086.0,0,137.91,"35,074",Kepler,Transit
Kepler-1494 b,Kepler-1494,b,2016,91.08,3.07,805.0,"122,893",9.6,0.3321,627.0,0,9.11,"76,367",Kepler,Transit
Kepler-1495 b,Kepler-1495,b,2016,85.27,2.94,855.0,"117,689",9.0,0.3521,655.0,0,9.1,"73,133",Kepler,Transit
Kepler-1496 b,Kepler-1496,b,2016,64.66,2.22,1021.0,"88,867",5.6,0.5064,747.0,0,18.38,"55,223",Kepler,Transit
Kepler-1497 b,Kepler-1497,b,2016,8.74,1.66,1721.0,"66,450",3.4,0.7387,1136.0,0,172.38,"41,293",Kepler,Transit
Kepler-1498 b,Kepler-1498,b,2016,48.05,1.33,1073.0,"53,240",2.3,0.9873,776.0,0,9.86,"33,084",Kepler,Transit
Kepler-1499 b,Kepler-1499,b,2016,44.2,1.19,794.0,"47,636",1.8,1.0708,621.0,0,7.37,"29,601",Kepler,Transit
Kepler-15 b,Kepler-15,b,2011,4.94,10.76,2309.0,"430,725",209.8,0.1688,1463.0,0,430.68,"267,656",Kepler,Transit
Kepler-150 b,Kepler-150,b,2014,3.43,1.25,2093.0,"50,038",2.1,1.0726,1343.0,0,367.26,"31,094",Kepler,Transit
Kepler-150 c,Kepler-150,c,2014,7.38,3.69,1634.0,"147,711",13.2,0.2613,1088.0,0,132.09,"91,789",Kepler,Transit
Kepler-150 d,Kepler-150,d,2014,12.56,2.79,1379.0,"111,684",8.2,0.3757,946.0,0,65.14,"69,402",Kepler,Transit
Kepler-150 e,Kepler-150,e,2014,30.83,3.12,1037.0,"124,894",9.9,0.3249,756.0,0,19.67,"77,610",Kepler,Transit
Kepler-150 f,Kepler-150,f,2017,637.21,3.64,,"145,710",12.9,0.2668,,0,,"90,545",Kepler,Transit
Kepler-1500 b,Kepler-1500,b,2016,15.03,1.2,1728.0,"48,036",1.9,1.0799,1140.0,0,131.82,"29,850",Kepler,Transit
Kepler-1501 b,Kepler-1501,b,2016,14.56,1.56,1474.0,"62,447",3.0,0.8004,999.0,0,100.0,"38,805",Kepler,Transit
Kepler-1502 b,Kepler-1502,b,2016,41.71,3.18,1152.0,"127,296",10.2,0.3158,820.0,0,77.32,"79,103",Kepler,Transit
Kepler-1503 b,Kepler-1503,b,2016,96.17,2.27,635.0,"90,868",5.8,0.4918,533.0,0,5.64,"56,467",Kepler,Transit
Kepler-1504 b,Kepler-1504,b,2016,82.3,2.13,931.0,"85,264",5.2,0.5354,697.0,0,25.17,"52,984",Kepler,Transit
Kepler-1505 b,Kepler-1505,b,2016,30.86,0.93,1003.0,"37,228",0.7,0.9292,737.0,0,36.12,"23,134",Kepler,Transit
Kepler-1506 b,Kepler-1506,b,2016,14.03,1.32,1467.0,"52,840",2.3,0.9982,995.0,0,235.81,"32,835",Kepler,Transit
Kepler-1507 b,Kepler-1507,b,2016,16.05,0.84,1192.0,"33,625",0.5,0.8748,842.0,0,30.48,"20,895",Kepler,Transit
Kepler-1508 b,Kepler-1508,b,2016,20.71,1.33,1798.0,"53,240",2.3,0.9873,1179.0,0,116.14,"33,084",Kepler,Transit
Kepler-1509 b,Kepler-1509,b,2016,25.43,1.85,1258.0,"74,056",4.1,0.6425,879.0,0,83.08,"46,019",Kepler,Transit
Kepler-151 b,Kepler-151,b,2014,15.23,3.06,1208.0,"122,492",9.6,0.3339,851.0,0,40.73,"76,118",Kepler,Transit
Kepler-151 c,Kepler-151,c,2014,24.67,2.09,1037.0,"83,663",5.0,0.5481,756.0,0,21.41,"51,989",Kepler,Transit
Kepler-1510 b,Kepler-1510,b,2016,84.7,3.36,1024.0,"134,501",11.2,0.294,749.0,0,14.04,"83,580",Kepler,Transit
Kepler-1511 b,Kepler-1511,b,2016,23.24,1.68,1683.0,"67,251",3.5,0.7278,1115.0,0,228.22,"41,790",Kepler,Transit
Kepler-1512 b,Kepler-1512,b,2016,20.36,1.18,637.0,"47,236",1.8,1.8512,534.0,0,1.6,"29,353",Kepler,Transit
Kepler-1513 b,Kepler-1513,b,2016,160.88,8.46,680.0,"338,655",53.9,0.0887,558.0,0,2.23,"210,444",Kepler,Transit
Kepler-1514 b,Kepler-1514,b,2016,217.83,11.82,675.0,"473,157",,,555.0,0,3.76,"294,024",Kepler,Transit
Kepler-1514 c,Kepler-1514,c,2020,10.51,1.32,,"52,840",2.3,0.9964,,0,,"32,835",Kepler,Transit
Kepler-1515 b,Kepler-1515,b,2016,214.31,9.55,742.0,"382,288",66.2,0.0759,592.0,0,6.02,"237,557",Kepler,Transit
Kepler-1516 b,Kepler-1516,b,2016,7.26,1.75,1798.0,"70,053",3.7,0.6897,1179.0,0,615.25,"43,531",Kepler,Transit
Kepler-1517 b,Kepler-1517,b,2016,5.55,9.76,4262.0,"390,694",68.7,0.0737,2548.0,0,1526.98,"242,781",Kepler,Transit
Kepler-1518 b,Kepler-1518,b,2016,5.11,3.05,2489.0,"122,092",9.5,0.3358,1563.0,0,1079.46,"75,869",Kepler,Transit
Kepler-1519 b,Kepler-1519,b,2016,240.8,7.06,673.0,"282,613",39.6,0.1122,554.0,0,3.94,"175,618",Kepler,Transit
Kepler-152 b,Kepler-152,b,2014,18.21,2.79,1049.0,"111,684",8.2,0.3757,763.0,0,21.08,"69,402",Kepler,Transit
Kepler-152 c,Kepler-152,c,2014,88.26,2.39,644.0,"95,672",6.3,0.461,538.0,0,2.57,"59,452",Kepler,Transit
Kepler-1520 b,Kepler-1520,b,2016,0.65,5.77,2644.0,"230,974",28.1,0.1459,1649.0,0,1134.39,"143,530",Kepler,Transit
Kepler-1521 b,Kepler-1521,b,2016,47.15,2.5,761.0,"100,075",6.8,0.4338,603.0,0,5.12,"62,188",Kepler,Transit
Kepler-1522 b,Kepler-1522,b,2016,1.85,1.73,2531.0,"69,252",3.6,0.7005,1586.0,0,1513.46,"43,034",Kepler,Transit
Kepler-1523 b,Kepler-1523,b,2016,0.94,1.58,3074.0,"63,248",3.1,0.7895,1888.0,0,2218.14,"39,303",Kepler,Transit
Kepler-1524 b,Kepler-1524,b,2016,70.97,3.54,846.0,"141,707",12.3,0.2759,650.0,0,8.44,"88,058",Kepler,Transit
Kepler-1525 b,Kepler-1525,b,2016,2.42,0.91,2475.0,"36,427",0.7,0.9165,1555.0,0,715.11,"22,636",Kepler,Transit
Kepler-1526 b,Kepler-1526,b,2016,3.91,2.43,1474.0,"97,273",6.5,0.4501,999.0,0,99.1,"60,447",Kepler,Transit
Kepler-1527 b,Kepler-1527,b,2016,160.13,4.77,868.0,"190,944",20.4,0.1869,662.0,0,7.81,"118,654",Kepler,Transit
Kepler-1528 b,Kepler-1528,b,2016,1.79,1.46,2846.0,"58,444",2.7,0.8748,1761.0,0,1106.85,"36,318",Kepler,Transit
Kepler-1529 b,Kepler-1529,b,2016,5.34,2.1,1528.0,"84,063",5.1,0.5445,1029.0,0,115.77,"52,238",Kepler,Transit
Kepler-153 b,Kepler-153,b,2014,18.87,2.92,1175.0,"116,888",8.8,0.3539,833.0,0,21.61,"72,635",Kepler,Transit
Kepler-153 c,Kepler-153,c,2014,46.9,2.53,882.0,"101,276",6.9,0.4265,670.0,0,6.42,"62,934",Kepler,Transit
Kepler-1530 b,Kepler-1530,b,2016,2.59,1.64,2729.0,"65,649",3.3,0.7532,1696.0,0,353.56,"40,795",Kepler,Transit
Kepler-1530 c,Kepler-1530,c,2016,5.32,1.65,2158.0,"66,050",3.4,0.7459,1379.0,0,135.18,"41,044",Kepler,Transit
Kepler-1531 b,Kepler-1531,b,2016,1.14,1.11,4624.0,"44,433",1.4,1.029,2749.0,0,9805.45,"27,611",Kepler,Transit
Kepler-1532 b,Kepler-1532,b,2016,1.09,1.35,3083.0,"54,041",2.4,0.9691,1893.0,0,1705.76,"33,581",Kepler,Transit
Kepler-1533 b,Kepler-1533,b,2016,308.55,3.46,652.0,"138,504",11.8,0.2849,542.0,0,4.79,"86,068",Kepler,Transit
Kepler-1534 b,Kepler-1534,b,2016,5.72,1.89,1777.0,"75,657",4.2,0.6243,1167.0,0,196.51,"47,014",Kepler,Transit
Kepler-1535 b,Kepler-1535,b,2016,138.94,2.55,749.0,"102,077",7.0,0.4229,596.0,0,5.38,"63,432",Kepler,Transit
Kepler-1536 b,Kepler-1536,b,2016,364.76,3.14,356.0,"125,695",10.0,0.3212,378.0,0,0.19,"78,108",Kepler,Transit
Kepler-1537 b,Kepler-1537,b,2016,1.44,1.18,3298.0,"47,236",1.8,1.069,2012.0,0,713.17,"29,353",Kepler,Transit
Kepler-1538 b,Kepler-1538,b,2016,175.14,2.82,680.0,"112,885",8.4,0.3721,558.0,0,1.99,"70,148",Kepler,Transit
Kepler-1539 b,Kepler-1539,b,2016,133.3,2.7,599.0,"108,081",7.8,0.392,513.0,0,1.57,"67,163",Kepler,Transit
Kepler-154 b,Kepler-154,b,2014,33.04,2.26,1067.0,"90,468",5.7,0.4955,773.0,0,28.11,"56,218",Kepler,Transit
Kepler-154 c,Kepler-154,c,2014,62.3,2.95,875.0,"118,089",9.0,0.3503,666.0,0,12.07,"73,382",Kepler,Transit
Kepler-154 d,Kepler-154,d,2016,20.55,3.84,1240.0,"153,716",14.1,0.2486,869.0,0,53.0,"95,521",Kepler,Transit
Kepler-154 e,Kepler-154,e,2016,3.93,1.5,2110.0,"60,045",2.9,0.8457,1352.0,0,480.4,"37,313",Kepler,Transit
Kepler-154 f,Kepler-154,f,2016,9.92,1.5,1566.0,"60,045",2.9,0.8457,1050.0,0,139.88,"37,313",Kepler,Transit
Kepler-1540 b,Kepler-1540,b,2016,125.41,2.49,536.0,"99,675",6.8,0.4374,478.0,0,0.85,"61,939",Kepler,Transit
Kepler-1541 b,Kepler-1541,b,2016,8.41,1.16,1944.0,"46,435",1.6,1.0544,1260.0,0,75.56,"28,855",Kepler,Transit
Kepler-1542 b,Kepler-1542,b,2016,3.95,0.76,2146.0,"30,423",0.4,0.824,1372.0,0,518.44,"18,905",Kepler,Transit
Kepler-1542 c,Kepler-1542,c,2016,2.89,0.65,2374.0,"26,020",0.2,0.755,1499.0,0,786.08,"16,169",Kepler,Transit
Kepler-1542 d,Kepler-1542,d,2016,5.99,0.87,1876.0,"34,826",0.6,0.8929,1222.0,0,297.81,"21,641",Kepler,Transit
Kepler-1542 e,Kepler-1542,e,2016,5.1,0.76,1975.0,"30,423",0.4,0.824,1277.0,0,370.0,"18,905",Kepler,Transit
Kepler-1543 b,Kepler-1543,b,2016,6.97,2.71,3251.0,"108,482",7.8,0.3902,1986.0,0,375.65,"67,412",Kepler,Transit
Kepler-1544 b,Kepler-1544,b,2016,168.81,1.78,542.0,"71,254",3.8,0.5263,481.0,0,0.83,"44,278",Kepler,Transit
Kepler-1545 b,Kepler-1545,b,2016,163.69,2.7,551.0,"108,081",7.8,0.392,486.0,0,1.41,"67,163",Kepler,Transit
Kepler-1546 b,Kepler-1546,b,2016,19.6,3.13,1265.0,"125,294",10.0,0.323,883.0,0,36.3,"77,859",Kepler,Transit
Kepler-1547 b,Kepler-1547,b,2016,0.69,0.9,5792.0,"36,027",0.7,0.9111,3398.0,0,5760.94,"22,388",Kepler,Transit
Kepler-1548 b,Kepler-1548,b,2016,124.83,2.64,688.0,"105,680",7.5,0.4047,562.0,0,1.93,"65,670",Kepler,Transit
Kepler-1549 b,Kepler-1549,b,2016,214.89,2.57,572.0,"102,878",7.1,0.4192,498.0,0,1.18,"63,929",Kepler,Transit
Kepler-155 b,Kepler-155,b,2014,5.93,2.09,1163.0,"83,663",5.0,0.8584,826.0,0,23.5,"51,989",Kepler,Transit
Kepler-155 c,Kepler-155,c,2014,52.66,2.24,572.0,"89,668",5.6,0.8584,498.0,0,1.28,"55,720",Kepler,Transit
Kepler-1550 b,Kepler-1550,b,2016,225.58,3.02,684.0,"120,891",9.4,0.3394,560.0,0,2.31,"75,123",Kepler,Transit
Kepler-1551 b,Kepler-1551,b,2016,24.5,2.66,1357.0,"106,480",7.6,0.4011,934.0,0,60.42,"66,168",Kepler,Transit
Kepler-1552 b,Kepler-1552,b,2016,184.77,2.47,540.0,"98,875",6.7,0.441,480.0,0,1.85,"61,442",Kepler,Transit
Kepler-1553 b,Kepler-1553,b,2016,4.24,1.15,1724.0,"46,035",1.6,1.049,1138.0,0,166.11,"28,606",Kepler,Transit
Kepler-1554 b,Kepler-1554,b,2016,198.09,2.9,576.0,"116,088",8.8,0.3575,500.0,0,1.01,"72,138",Kepler,Transit
Kepler-1555 b,Kepler-1555,b,2016,8.11,1.61,1784.0,"64,449",3.2,0.7695,1171.0,0,483.26,"40,049",Kepler,Transit
Kepler-1556 b,Kepler-1556,b,2016,8.83,1.96,1492.0,"78,459",4.5,0.5953,1009.0,0,92.14,"48,755",Kepler,Transit
Kepler-1557 b,Kepler-1557,b,2016,3.74,1.53,2374.0,"61,246",3.0,0.824,1499.0,0,645.54,"38,059",Kepler,Transit
Kepler-1558 b,Kepler-1558,b,2016,3.5,0.68,1892.0,"27,221",0.2,0.7731,1231.0,0,189.89,"16,915",Kepler,Transit
Kepler-1559 b,Kepler-1559,b,2016,0.97,0.72,2954.0,"28,822",0.3,0.7985,1821.0,0,1620.06,"17,910",Kepler,Transit
Kepler-156 b,Kepler-156,b,2014,4.97,2.3,1618.0,"92,069",5.9,0.4828,1079.0,0,135.08,"57,213",Kepler,Transit
Kepler-156 c,Kepler-156,c,2014,15.91,2.55,1116.0,"102,077",7.0,0.4229,800.0,0,28.64,"63,432",Kepler,Transit
Kepler-1560 b,Kepler-1560,b,2016,3.03,0.89,2342.0,"35,627",0.6,0.9056,1481.0,0,593.92,"22,139",Kepler,Transit
Kepler-1561 b,Kepler-1561,b,2016,1.01,1.09,3085.0,"43,633",1.3,1.0163,1894.0,0,2364.81,"27,114",Kepler,Transit
Kepler-1562 b,Kepler-1562,b,2016,64.27,3.55,1055.0,"142,107",12.3,0.274,766.0,0,31.77,"88,307",Kepler,Transit
Kepler-1563 b,Kepler-1563,b,2016,3.43,0.75,2099.0,"30,023",0.3,0.8203,1346.0,0,390.57,"18,656",Kepler,Transit
Kepler-1564 b,Kepler-1564,b,2016,18.05,1.47,1201.0,"58,844",2.8,0.8657,847.0,0,41.51,"36,566",Kepler,Transit
Kepler-1565 b,Kepler-1565,b,2016,1.54,1.19,2279.0,"47,636",1.8,1.0708,1446.0,0,510.57,"29,601",Kepler,Transit
Kepler-1566 b,Kepler-1566,b,2016,0.54,0.79,3425.0,"31,624",0.4,0.8457,2083.0,0,2340.98,"19,651",Kepler,Transit
Kepler-1567 b,Kepler-1567,b,2016,153.98,2.73,652.0,"109,282",7.9,0.3866,542.0,0,2.72,"67,909",Kepler,Transit
Kepler-1568 b,Kepler-1568,b,2016,20.93,1.3,1370.0,"52,039",2.2,1.0163,941.0,0,72.57,"32,338",Kepler,Transit
