name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,temp_c,temp_f,habit_code,solar_flux,disc_facility,disc_method
Kepler-178 c,Kepler-178,c,2014,20.55,2.88,115287,71640,8.6,0.3612,383,721,0,30.55,Kepler,Transit
Kepler-178 d,Kepler-178,d,2014,96.68,3.95,158119,98257,14.8,0.2396,119,246,0,3.87,Kepler,Transit
Kepler-179 b,Kepler-179,b,2014,2.74,1.64,65649,40795,3.3,0.7532,802,1476,0,360.26,Kepler,Transit
Kepler-179 c,Kepler-179,c,2014,6.4,2,80060,49750,4.7,0.5808,537,999,0,115.98,Kepler,Transit
Kepler-18 b,Kepler-18,b,2011,3.5,2,80060,49750,6.9,0.8893,892,1638,0,355.74,Kepler,Transit
Kepler-18 c,Kepler-18,c,2011,7.64,5.49,219766,136564,17.3,0.1071,626,1159,0,126.08,Kepler,Transit
Kepler-18 d,Kepler-18,d,2011,14.86,6.98,279411,173628,16.4,0.049,447,837,0,51.92,Kepler,Transit
Kepler-180 b,Kepler-180,b,2014,13.82,1.5,60045,37313,2.9,0.8457,508,946,0,72.12,Kepler,Transit
Kepler-180 c,Kepler-180,c,2014,41.89,3.01,120491,74874,9.3,0.3412,267,513,0,16.42,Kepler,Transit
Kepler-181 b,Kepler-181,b,2014,3.14,1.27,50838,31591,2.2,1.0472,768,1414,0,255.58,Kepler,Transit
Kepler-181 c,Kepler-181,c,2014,4.3,1.99,79660,49502,4.6,0.5844,664,1227,0,168.19,Kepler,Transit
Kepler-182 b,Kepler-182,b,2014,9.83,2.58,103278,64178,7.2,0.4174,662,1224,0,239.79,Kepler,Transit
Kepler-182 c,Kepler-182,c,2014,20.68,3.43,137303,85322,11.6,0.2868,456,853,0,88.85,Kepler,Transit
Kepler-183 b,Kepler-183,b,2014,5.69,2.06,82462,51243,4.9,0.559,815,1499,0,281.85,Kepler,Transit
Kepler-183 c,Kepler-183,c,2014,11.64,2.27,90868,56467,35.7,3.049,584,1083,0,108.72,Kepler,Transit
Kepler-184 b,Kepler-184,b,2014,10.69,2.36,94471,58705,6.2,0.4682,507,945,0,70.36,Kepler,Transit
Kepler-184 c,Kepler-184,c,2014,20.3,1.97,78859,49004,8.8,1.147,357,675,0,29.88,Kepler,Transit
Kepler-184 d,Kepler-184,d,2014,29.02,2.49,99675,61939,6.8,0.4374,286,547,0,18.56,Kepler,Transit
Kepler-185 b,Kepler-185,b,2014,1.63,1.17,46835,29104,1.7,1.0653,964,1767,0,475.51,Kepler,Transit
Kepler-185 c,Kepler-185,c,2014,20.73,2.02,80861,50248,4.7,0.5735,257,495,0,16.03,Kepler,Transit
Kepler-186 b,Kepler-186,b,2014,3.89,1.07,42832,26616,1.2,1.0091,298,568,0,37.37,Kepler,Transit
Kepler-186 c,Kepler-186,c,2014,7.27,1.25,50038,31094,2.1,1.0726,191,376,0,13.98,Kepler,Transit
Kepler-186 d,Kepler-186,d,2014,13.34,1.4,56042,34825,2.5,0.9238,106,223,0,7.2,Kepler,Transit
Kepler-186 e,Kepler-186,e,2014,22.41,1.27,50838,31591,2.2,1.0472,46,115,0,3.61,Kepler,Transit
Kepler-186 f,Kepler-186,f,2014,129.94,1.17,46835,29104,1.7,1.0653,-96,-141,1,0.3,Kepler,Transit
Kepler-187 b,Kepler-187,b,2014,4.94,1.41,56443,35074,2.6,0.9147,971,1780,0,902.24,Kepler,Transit
Kepler-187 c,Kepler-187,c,2014,10.64,2.67,106881,66417,7.6,0.3993,690,1274,0,324.13,Kepler,Transit
Kepler-188 b,Kepler-188,b,2014,2.06,1.68,67251,41790,3.5,0.7278,1190,2174,0,1069.23,Kepler,Transit
Kepler-188 c,Kepler-188,c,2014,6,3.19,127696,79352,10.3,0.3158,752,1386,0,257.35,Kepler,Transit
Kepler-189 b,Kepler-189,b,2014,10.4,1.21,48437,30099,1.9,1.0817,405,761,0,45.39,Kepler,Transit
Kepler-189 c,Kepler-189,c,2014,20.13,2.38,95272,59203,22.7,1.6788,271,520,0,18.81,Kepler,Transit
Kepler-19 b,Kepler-19,b,2011,9.29,2.209,88427,54949,8.4,1.8875,489,912,0,93.54,Kepler,Transit
Kepler-19 c,Kepler-19,c,2011,28.73,3.68,147311,91540,13.1,0.2613,,,0,,Kepler,Transit Timing Variations
Kepler-19 d,Kepler-19,d,2017,62.95,5.06,202553,125868,22.5,0.1731,,,0,,Roque de los Muchachos Observatory,Radial Velocity
Kepler-190 b,Kepler-190,b,2014,2.02,1.56,62447,38805,3,0.8004,893,1639,0,417.24,Kepler,Transit
Kepler-190 c,Kepler-190,c,2014,3.76,1.46,58444,36318,2.7,0.8748,675,1247,0,181.7,Kepler,Transit
Kepler-191 b,Kepler-191,b,2014,9.94,1.34,53640,33333,2.4,0.9782,449,840,0,64.29,Kepler,Transit
Kepler-191 c,Kepler-191,c,2014,17.74,1.86,74456,46268,4.1,0.6388,323,613,0,29.74,Kepler,Transit
Kepler-191 d,Kepler-191,d,2016,5.95,2.28,91269,56715,5.8,0.49,584,1083,0,127.64,Kepler,Transit
Kepler-192 b,Kepler-192,b,2014,9.93,2.74,109683,68158,8,0.3848,530,986,0,105.3,Kepler,Transit
Kepler-192 c,Kepler-192,c,2014,21.22,2.79,111684,69402,8.2,0.3757,350,662,0,38.22,Kepler,Transit
Kepler-192 d,Kepler-192,d,2016,6.47,1.02,40831,25373,1,0.9782,653,1207,0,186.08,Kepler,Transit
Kepler-193 b,Kepler-193,b,2014,11.39,2.39,95672,59452,6.3,0.461,706,1303,0,117.3,Kepler,Transit
Kepler-193 c,Kepler-193,c,2014,50.7,2.75,110083,68407,8,0.3829,322,612,0,16.03,Kepler,Transit
Kepler-194 b,Kepler-194,b,2014,2.09,1.51,60446,37561,2.9,0.8367,1375,2507,0,953.17,Kepler,Transit
Kepler-194 c,Kepler-194,c,2014,17.31,2.59,103678,64427,7.2,0.4138,542,1008,0,56.95,Kepler,Transit
Kepler-194 d,Kepler-194,d,2014,52.81,2.4,96072,59700,6.4,0.4574,289,552,0,12.86,Kepler,Transit
Kepler-195 b,Kepler-195,b,2014,8.31,2.03,81261,50497,4.8,0.5699,478,892,0,74.15,Kepler,Transit
Kepler-195 c,Kepler-195,c,2014,34.1,1.55,62047,38556,3,0.8094,196,385,0,11.28,Kepler,Transit
Kepler-196 b,Kepler-196,b,2014,20.74,1.9,76057,47263,4.3,0.6207,263,505,0,20.73,Kepler,Transit
Kepler-196 c,Kepler-196,c,2014,47.43,2.24,89668,55720,5.6,0.5009,134,273,0,6.88,Kepler,Transit
Kepler-197 b,Kepler-197,b,2014,5.6,1.02,40831,25373,1,0.9782,869,1596,0,431.26,Kepler,Transit
Kepler-197 c,Kepler-197,c,2014,10.35,1.23,49237,30596,5.3,2.8494,657,1215,0,189.97,Kepler,Transit
Kepler-197 d,Kepler-197,d,2014,15.68,1.22,48837,30348,2,1.0871,537,999,0,109.09,Kepler,Transit
Kepler-197 e,Kepler-197,e,2014,25.21,0.91,36427,22636,0.7,0.9165,418,784,0,57.94,Kepler,Transit
Kepler-198 b,Kepler-198,b,2014,17.79,2.82,112885,70148,8.4,0.3721,382,720,0,44.55,Kepler,Transit
Kepler-198 c,Kepler-198,c,2014,49.57,2.47,98875,61442,6.7,0.441,192,378,0,11.35,Kepler,Transit
Kepler-198 d,Kepler-198,d,2016,1.31,1.53,61246,38059,3,0.824,1289,2352,0,1444.52,Kepler,Transit
Kepler-199 b,Kepler-199,b,2014,23.64,3.11,124494,77362,9.8,0.3267,322,612,0,31.68,Kepler,Transit
Kepler-199 c,Kepler-199,c,2014,67.09,3.25,130098,80844,10.6,0.3085,147,297,0,7.88,Kepler,Transit
Kepler-20 b,Kepler-20,b,2011,3.7,1.868,74776,46467,9.7,1.4882,832,1530,0,324.11,Kepler,Transit
Kepler-20 c,Kepler-20,c,2011,10.85,3.047,121972,75795,12.8,0.4537,499,930,0,77.02,Kepler,Transit
Kepler-20 d,Kepler-20,d,2011,77.61,2.744,109843,68257,10.1,0.49,128,262,0,5.59,Kepler,Transit
Kepler-20 e,Kepler-20,e,2011,6.1,0.865,34626,21517,3.1,,767,1413,0,166,Kepler,Transit
Kepler-20 f,Kepler-20,f,2011,19.58,1.003,40150,24950,14.3,,432,810,0,35.07,Kepler,Transit
Kepler-20 g,Kepler-20,g,2016,34.94,4.71,188542,117162,20,0.1906,251,484,0,,Multiple Observatories,Radial Velocity
Kepler-200 b,Kepler-200,b,2014,8.59,2.13,85264,52984,5.2,0.5354,581,1078,0,159.07,Kepler,Transit
Kepler-200 c,Kepler-200,c,2014,10.22,1.59,63648,39551,3.2,0.7822,533,991,0,126.36,Kepler,Transit
Kepler-201 b,Kepler-201,b,2014,25.67,2.46,98474,61193,6.6,0.4428,410,770,0,64.55,Kepler,Transit
Kepler-201 c,Kepler-201,c,2014,151.88,2.85,114086,70894,8.5,0.3666,105,221,0,6.03,Kepler,Transit
Kepler-202 b,Kepler-202,b,2014,4.07,1.63,65249,40546,3.3,0.7568,529,984,0,108.5,Kepler,Transit
Kepler-202 c,Kepler-202,c,2014,16.28,1.85,74056,46019,4.1,0.6425,232,450,0,17.07,Kepler,Transit
Kepler-203 b,Kepler-203,b,2014,3.16,2.57,102878,63929,7.1,0.4192,1035,1895,0,668.22,Kepler,Transit
Kepler-203 c,Kepler-203,c,2014,5.37,2.47,98875,61442,749.9,49.5463,823,1513,0,329.79,Kepler,Transit
Kepler-203 d,Kepler-203,d,2014,11.33,1.44,57643,35820,33.9,11.3249,582,1080,0,121.82,Kepler,Transit
Kepler-204 b,Kepler-204,b,2014,14.4,2.53,101276,62934,6.9,0.4265,555,1031,0,79.7,Kepler,Transit
Kepler-204 c,Kepler-204,c,2014,25.66,1.79,71654,44526,3.9,0.6715,410,770,0,36.89,Kepler,Transit
Kepler-205 b,Kepler-205,b,2014,2.76,1.51,60446,37561,2.9,0.8367,484,903,0,102.56,Kepler,Transit
Kepler-205 c,Kepler-205,c,2014,20.31,1.64,65649,40795,3.3,0.7532,116,241,0,7.14,Kepler,Transit
Kepler-206 b,Kepler-206,b,2014,7.78,1.2,48036,29850,1.9,1.0799,710,1310,0,192.27,Kepler,Transit
Kepler-206 c,Kepler-206,c,2014,13.14,1.77,70853,44029,3.8,0.6806,552,1026,0,95.51,Kepler,Transit
Kepler-206 d,Kepler-206,d,2014,23.44,1.19,47636,29601,1.8,1.0708,408,766,0,44.17,Kepler,Transit
Kepler-207 b,Kepler-207,b,2014,1.61,1.57,62847,39054,3.1,0.7967,1657,3015,0,4097.32,Kepler,Transit
Kepler-207 c,Kepler-207,c,2014,3.07,1.5,60045,37313,2.9,0.8457,1283,2341,0,1742.71,Kepler,Transit
Kepler-207 d,Kepler-207,d,2014,5.87,3.31,132500,82337,11,0.3031,981,1798,0,732.6,Kepler,Transit
Kepler-208 b,Kepler-208,b,2014,4.23,1.63,65249,40546,3.3,0.7568,1106,2023,0,639.58,Kepler,Transit
Kepler-208 c,Kepler-208,c,2014,7.47,1.39,55642,34576,2.5,0.9328,868,1594,0,300.17,Kepler,Transit
Kepler-208 d,Kepler-208,d,2014,11.13,1.2,48036,29850,1.9,1.0799,726,1339,0,176.28,Kepler,Transit
Kepler-208 e,Kepler-208,e,2014,16.26,1.48,59245,36815,2.8,0.8584,607,1125,0,106.34,Kepler,Transit
Kepler-209 b,Kepler-209,b,2014,16.09,2.26,90468,56218,5.7,0.4955,395,743,0,48.66,Kepler,Transit
Kepler-209 c,Kepler-209,c,2014,41.75,3.1,124094,77113,9.8,0.3285,213,415,0,13.64,Kepler,Transit
Kepler-21 b,Kepler-21,b,2012,2.79,1.639,65609,40770,5.1,1.1615,1752,3186,0,3021.19,Kepler,Transit
Kepler-210 b,Kepler-210,b,2014,2.45,2.94,117689,73133,9,0.3521,464,867,0,122.14,Kepler,Transit
Kepler-210 c,Kepler-210,c,2014,7.97,3.62,144909,90048,12.8,0.2686,224,435,0,25.44,Kepler,Transit
Kepler-211 b,Kepler-211,b,2014,4.14,1.26,50438,31343,2.1,1.0617,681,1258,0,158.19,Kepler,Transit
Kepler-211 c,Kepler-211,c,2014,6.04,1.29,51639,32089,18.3,8.4936,568,1054,0,95.44,Kepler,Transit
Kepler-212 b,Kepler-212,b,2014,16.26,1.09,43633,27114,1.3,1.0163,557,1035,0,133.87,Kepler,Transit
Kepler-212 c,Kepler-212,c,2014,31.81,2.74,109683,68158,8,0.3848,391,736,0,54.66,Kepler,Transit
Kepler-213 b,Kepler-213,b,2014,2.46,1.62,64849,40298,3.3,0.7641,1053,1927,0,833.47,Kepler,Transit
Kepler-213 c,Kepler-213,c,2014,4.82,2.34,93671,58208,6.1,0.4737,787,1449,0,339.54,Kepler,Transit
Kepler-214 b,Kepler-214,b,2014,15.66,2.61,104479,64924,7.3,0.4102,485,905,0,196.4,Kepler,Transit
Kepler-214 c,Kepler-214,c,2014,28.78,2.13,85264,52984,5.2,0.5354,346,655,0,87.24,Kepler,Transit
Kepler-215 b,Kepler-215,b,2014,9.36,1.62,64849,40298,3.3,0.7641,511,952,0,105.07,Kepler,Transit
Kepler-215 c,Kepler-215,c,2014,14.67,1.77,70853,44029,3.8,0.6806,402,756,0,57.69,Kepler,Transit
Kepler-215 d,Kepler-215,d,2014,30.86,2.39,95672,59452,23.6,1.7241,254,489,0,21.4,Kepler,Transit
Kepler-215 e,Kepler-215,e,2014,68.16,1.75,70053,43531,3.7,0.6897,132,270,0,7.44,Kepler,Transit
Kepler-216 b,Kepler-216,b,2014,7.69,2.35,94071,58457,6.1,0.4701,796,1465,0,540.03,Kepler,Transit
Kepler-216 c,Kepler-216,c,2014,17.41,3.04,121692,75620,9.5,0.3358,541,1006,0,182.06,Kepler,Transit
Kepler-217 b,Kepler-217,b,2014,5.37,2.23,89267,55472,5.6,0.5027,1140,2084,0,1366.48,Kepler,Transit
Kepler-217 c,Kepler-217,c,2014,8.59,1.85,74056,46019,4.1,0.6425,935,1715,0,730.81,Kepler,Transit
Kepler-217 d,Kepler-217,d,2016,3.89,1.32,52840,32835,2.3,0.9982,1301,2374,0,2099.75,Kepler,Transit
Kepler-218 b,Kepler-218,b,2014,3.62,1.48,59245,36815,2.8,0.8584,883,1621,0,460.66,Kepler,Transit
Kepler-218 c,Kepler-218,c,2014,44.7,3.14,125695,78108,10,0.3212,227,441,0,16.15,Kepler,Transit
Kepler-218 d,Kepler-218,d,2016,124.52,2.66,106480,66168,7.6,0.4011,83,181,0,4.12,Kepler,Transit
Kepler-219 b,Kepler-219,b,2014,4.59,2.95,118089,73382,9,0.3503,1034,1893,0,456.73,Kepler,Transit
Kepler-219 c,Kepler-219,c,2014,22.71,3.58,143308,89053,12.5,0.2722,493,919,0,54.1,Kepler,Transit
Kepler-219 d,Kepler-219,d,2014,47.9,2.81,112485,69899,19.1,0.8584,325,617,0,20.01,Kepler,Transit
Kepler-22 b,Kepler-22,b,2011,289.86,2.38,95272,59203,36,2.6679,-11,12,2,0.96,Kepler,Transit
Kepler-220 b,Kepler-220,b,2014,4.16,0.81,32424,20149,0.5,0.8584,486,907,0,105,Kepler,Transit
Kepler-220 c,Kepler-220,c,2014,9.03,1.57,62847,39054,3.1,0.7967,313,595,0,37.32,Kepler,Transit
Kepler-220 d,Kepler-220,d,2014,28.12,0.98,39230,24378,0.9,0.9583,128,262,0,8.21,Kepler,Transit
Kepler-220 e,Kepler-220,e,2014,45.9,1.33,53240,33084,2.3,0.9873,68,154,0,4.27,Kepler,Transit
Kepler-221 b,Kepler-221,b,2014,2.8,1.71,68452,42536,3.6,0.7114,817,1503,0,308.88,Kepler,Transit
Kepler-221 c,Kepler-221,c,2014,5.69,2.93,117288,72884,15.1,0.5989,587,1089,0,119.84,Kepler,Transit
Kepler-221 d,Kepler-221,d,2014,10.04,2.73,109282,67909,7.9,0.3866,439,822,0,56.29,Kepler,Transit
Kepler-221 e,Kepler-221,e,2014,18.37,2.63,105279,65422,7.4,0.4065,309,588,0,25.16,Kepler,Transit
Kepler-222 b,Kepler-222,b,2014,3.94,3.16,126495,78605,10.1,0.3194,731,1348,0,206.77,Kepler,Transit
Kepler-222 c,Kepler-222,c,2014,10.09,4.64,185740,115421,19.4,0.1942,461,862,0,59.08,Kepler,Transit
Kepler-222 d,Kepler-222,d,2014,28.08,3.69,147711,91789,13.2,0.2613,249,480,0,15.09,Kepler,Transit
Kepler-223 b,Kepler-223,b,2014,7.38,2.99,119690,74377,7.4,0.2795,769,1416,0,444.05,Kepler,Transit
Kepler-223 c,Kepler-223,c,2014,9.85,3.44,137704,85570,5.1,0.1289,674,1245,0,302.47,Kepler,Transit
Kepler-223 d,Kepler-223,d,2014,14.79,5.24,209758,130346,8,0.0563,554,1029,0,175.95,Kepler,Transit
Kepler-223 e,Kepler-223,e,2014,19.73,4.6,184139,114426,4.8,0.0508,478,892,0,119.88,Kepler,Transit
Kepler-224 b,Kepler-224,b,2014,3.13,1.39,55642,34576,2.5,0.9328,664,1227,0,201.49,Kepler,Transit
Kepler-224 c,Kepler-224,c,2014,5.93,3.12,124894,77610,9.9,0.3249,485,905,0,86.33,Kepler,Transit
Kepler-224 d,Kepler-224,d,2014,11.35,2.3,92069,57213,5.9,0.4828,337,639,0,36.29,Kepler,Transit
Kepler-224 e,Kepler-224,e,2014,18.64,1.97,78859,49004,4.5,0.5917,244,471,0,18.73,Kepler,Transit
Kepler-225 b,Kepler-225,b,2014,6.74,1.2,48036,29850,1.9,1.0799,306,583,0,38.88,Kepler,Transit
Kepler-225 c,Kepler-225,c,2014,18.79,1.84,73656,45770,4,0.6461,139,282,0,9.9,Kepler,Transit
Kepler-226 b,Kepler-226,b,2014,3.94,1.55,62047,38556,24,6.4247,745,1373,0,270.4,Kepler,Transit
Kepler-226 c,Kepler-226,c,2014,5.35,2.27,90868,56467,45.2,3.8475,646,1195,0,180.51,Kepler,Transit
Kepler-226 d,Kepler-226,d,2014,8.11,1.22,48837,30348,2,1.0871,527,981,0,103.64,Kepler,Transit
Kepler-227 b,Kepler-227,b,2014,9.49,3.11,124494,77362,9.8,0.3267,520,968,0,104.64,Kepler,Transit
Kepler-227 c,Kepler-227,c,2014,54.42,3.04,121692,75620,9.5,0.3358,170,338,0,10.19,Kepler,Transit
Kepler-228 b,Kepler-228,b,2014,2.57,1.53,61246,38059,3,0.824,1087,1989,0,863.78,Kepler,Transit
Kepler-228 c,Kepler-228,c,2014,4.13,2.7,108081,67163,7.8,0.392,887,1629,0,457.32,Kepler,Transit
Kepler-228 d,Kepler-228,d,2014,11.09,4.04,161722,100496,15.4,0.2323,562,1044,0,122.78,Kepler,Transit
Kepler-229 b,Kepler-229,b,2014,6.25,2.2,88066,54725,5.5,0.5136,550,1022,0,76.22,Kepler,Transit
Kepler-229 c,Kepler-229,c,2014,16.07,4.92,196948,122386,21.5,0.18,327,621,0,21.64,Kepler,Transit
Kepler-229 d,Kepler-229,d,2014,41.19,3.85,154116,95769,14.2,0.2486,166,331,0,6.16,Kepler,Transit
Kepler-23 b,Kepler-23,b,2011,7.11,1.9,76057,47263,254.3,,884,1623,0,446.11,Kepler,Transit
Kepler-23 c,Kepler-23,c,2011,10.74,3.2,128097,79600,858.1,,735,1355,0,257.39,Kepler,Transit
Kepler-23 d,Kepler-23,d,2014,15.27,2.2,88066,54725,17.6,1.6479,623,1153,0,161.04,Kepler,Transit
Kepler-230 b,Kepler-230,b,2014,32.63,4.26,170529,105968,16.8,0.216,233,451,0,11.82,Kepler,Transit
Kepler-230 c,Kepler-230,c,2014,91.77,2.04,81662,50745,4.8,0.5662,86,187,0,2.98,Kepler,Transit
Kepler-231 b,Kepler-231,b,2014,10.07,1.73,69252,43034,35.4,6.824,215,419,0,14.88,Kepler,Transit
Kepler-231 c,Kepler-231,c,2014,19.27,1.93,77258,48009,24.1,3.3394,120,248,0,6.27,Kepler,Transit
Kepler-232 b,Kepler-232,b,2014,4.43,3.08,123293,76615,9.7,0.3303,831,1528,0,410.58,Kepler,Transit
Kepler-232 c,Kepler-232,c,2014,11.38,3.83,153316,95272,14,0.2486,533,991,0,116.52,Kepler,Transit
Kepler-233 b,Kepler-233,b,2014,8.47,2.43,97273,60447,6.5,0.4501,478,892,0,85.13,Kepler,Transit
Kepler-233 c,Kepler-233,c,2014,60.42,2.71,108482,67412,7.8,0.3902,117,243,0,6.2,Kepler,Transit
Kepler-234 b,Kepler-234,b,2014,2.71,3.7,148112,92038,13.2,0.2595,1147,2097,0,1007.72,Kepler,Transit
Kepler-234 c,Kepler-234,c,2014,7.21,3.51,140506,87312,12.1,0.2795,752,1386,0,273.3,Kepler,Transit
Kepler-235 b,Kepler-235,b,2014,3.34,2.23,89267,55472,5.6,0.8748,458,856,0,44,Kepler,Transit
Kepler-235 c,Kepler-235,c,2014,7.82,1.28,51239,31840,2.2,0.8748,282,540,0,14.2,Kepler,Transit
Kepler-235 d,Kepler-235,d,2014,20.06,2.05,82062,50994,4.9,0.8748,128,262,0,4.03,Kepler,Transit
Kepler-235 e,Kepler-235,e,2014,46.18,2.22,88867,55223,5.6,0.8748,33,91,0,1.33,Kepler,Transit
Kepler-236 b,Kepler-236,b,2014,8.3,1.57,62847,39054,3.1,0.7967,196,385,0,15.63,Kepler,Transit
Kepler-236 c,Kepler-236,c,2014,23.97,2,80060,49750,4.7,0.5808,56,133,0,3.8,Kepler,Transit
Kepler-237 b,Kepler-237,b,2014,4.72,1.41,56443,35074,2.6,0.9147,550,1022,0,124.96,Kepler,Transit
Kepler-237 c,Kepler-237,c,2014,8.1,2.08,83263,51740,5,0.5517,414,777,0,60.64,Kepler,Transit
Kepler-238 b,Kepler-238,b,2014,2.09,1.73,69252,43034,3.6,0.7005,1369,2496,0,2500.59,Kepler,Transit
Kepler-238 c,Kepler-238,c,2014,6.16,2.39,95672,59452,6.3,0.461,873,1603,0,592.3,Kepler,Transit
Kepler-238 d,Kepler-238,d,2014,13.23,3.07,122893,76367,9.6,0.3321,615,1139,0,213.48,Kepler,Transit
Kepler-238 e,Kepler-238,e,2013,23.65,5.6,224169,139301,169.7,0.9637,458,856,0,98.46,Kepler,Transit
Kepler-238 f,Kepler-238,f,2013,50.45,2,80060,49750,13.5,1.6824,295,563,0,35.87,Kepler,Transit
Kepler-239 b,Kepler-239,b,2014,11.76,2.33,93270,57959,6,0.4755,343,649,0,34.75,Kepler,Transit
Kepler-239 c,Kepler-239,c,2014,56.23,2.51,100476,62437,6.8,0.4319,93,199,0,4.32,Kepler,Transit
Kepler-24 b,Kepler-24,b,2011,8.15,2.4,96072,59700,508.5,,777,1431,0,252.25,Kepler,Transit
Kepler-24 c,Kepler-24,c,2011,12.33,2.8,112084,69650,508.5,,642,1188,0,144.83,Kepler,Transit
Kepler-24 d,Kepler-24,d,2014,4.24,1.67,66850,41541,3.4,0.735,1032,1890,0,601.89,Kepler,Transit
Kepler-24 e,Kepler-24,e,2014,19,2.78,111284,69153,8.2,0.3775,519,966,0,81.51,Kepler,Transit
Kepler-240 b,Kepler-240,b,2014,4.14,1.37,54841,34079,2.4,0.951,591,1096,0,142.74,Kepler,Transit
Kepler-240 c,Kepler-240,c,2014,7.95,2.2,88066,54725,102.3,9.5826,423,793,0,59.84,Kepler,Transit
Kepler-241 b,Kepler-241,b,2014,12.72,2.33,93270,57959,6,0.4755,289,552,0,23.6,Kepler,Transit
Kepler-241 c,Kepler-241,c,2014,36.07,2.57,102878,63929,7.1,0.4192,124,255,0,5.88,Kepler,Transit
Kepler-242 b,Kepler-242,b,2014,8.2,2.61,104479,64924,7.3,0.4102,469,876,0,43.77,Kepler,Transit
Kepler-242 c,Kepler-242,c,2014,14.5,2,80060,49750,4.7,0.5808,340,644,0,20.5,Kepler,Transit
Kepler-243 b,Kepler-243,b,2014,5.72,2.45,98074,60944,6.6,0.4446,577,1071,0,115.5,Kepler,Transit
Kepler-243 c,Kepler-243,c,2014,20.03,1.99,79660,49502,4.6,0.5844,286,547,0,21.72,Kepler,Transit
Kepler-244 b,Kepler-244,b,2014,4.31,2.76,110483,68655,8,0.3811,765,1409,0,242.47,Kepler,Transit
Kepler-244 c,Kepler-244,c,2014,9.77,2.05,82062,50994,4.9,0.5626,518,964,0,81.57,Kepler,Transit
Kepler-244 d,Kepler-244,d,2014,20.05,2.31,92470,57462,15.2,1.2305,349,660,0,31.27,Kepler,Transit
Kepler-245 b,Kepler-245,b,2014,7.49,2.57,102878,63929,7.1,0.4192,480,896,0,77.75,Kepler,Transit
Kepler-245 c,Kepler-245,c,2014,17.46,2.18,87266,54228,225.6,21.7786,295,563,0,25.15,Kepler,Transit
Kepler-245 d,Kepler-245,d,2014,36.28,3.03,121291,75372,21.6,0.775,172,342,0,9.49,Kepler,Transit
Kepler-245 e,Kepler-245,e,2016,3.22,1.75,70053,43531,3.7,0.6897,725,1337,0,240.15,Kepler,Transit
Kepler-246 b,Kepler-246,b,2014,4.6,2.34,93671,58208,6.1,0.4737,623,1153,0,141.61,Kepler,Transit
Kepler-246 c,Kepler-246,c,2014,11.19,1.5,60045,37313,2.9,0.8457,394,741,0,43.21,Kepler,Transit
Kepler-247 b,Kepler-247,b,2014,3.34,1.64,65649,40795,3.3,0.7532,697,1287,0,216.11,Kepler,Transit
Kepler-247 c,Kepler-247,c,2014,9.44,4.09,163723,101739,15.7,0.2287,413,775,0,53.9,Kepler,Transit
Kepler-247 d,Kepler-247,d,2014,20.48,3.94,157719,98008,14.7,0.2396,257,495,0,19.21,Kepler,Transit
Kepler-248 b,Kepler-248,b,2014,6.31,3.02,120891,75123,9.4,0.3394,546,1015,0,79.31,Kepler,Transit
Kepler-248 c,Kepler-248,c,2014,16.24,4.07,162923,101242,15.6,0.2305,325,617,0,22.46,Kepler,Transit
Kepler-249 b,Kepler-249,b,2014,3.31,1.09,43633,27114,1.3,1.0163,281,538,0,24.26,Kepler,Transit
Kepler-249 c,Kepler-249,c,2014,7.11,1.51,60446,37561,2.9,0.8367,156,313,0,12.53,Kepler,Transit
Kepler-249 d,Kepler-249,d,2014,15.37,1.57,62847,39054,3.1,0.7967,59,138,0,4.47,Kepler,Transit
Kepler-25 b,Kepler-25,b,2011,6.24,2.748,110003,68357,8.7,0.4211,912,1674,0,542.96,Kepler,Transit
Kepler-25 c,Kepler-25,c,2011,12.72,5.217,208837,129774,15.2,0.1067,661,1222,0,210.17,Kepler,Transit
Kepler-25 d,Kepler-25,d,2014,122.4,10,400302,248751,71.9,0.0717,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-250 b,Kepler-250,b,2014,4.15,1.13,45234,28109,1.5,1.0436,665,1229,0,148.1,Kepler,Transit
Kepler-250 c,Kepler-250,c,2014,7.16,2.28,91269,56715,5.8,0.49,509,948,0,71.5,Kepler,Transit
Kepler-250 d,Kepler-250,d,2014,17.65,2.18,87266,54228,5.4,0.5191,306,583,0,21.46,Kepler,Transit
Kepler-251 b,Kepler-251,b,2014,4.79,1.33,53240,33084,2.3,0.9873,717,1323,0,203.17,Kepler,Transit
Kepler-251 c,Kepler-251,c,2014,16.51,2.77,110884,68904,8.1,0.3793,382,720,0,38.95,Kepler,Transit
Kepler-251 d,Kepler-251,d,2014,30.13,2.77,110884,68904,8.1,0.3793,263,505,0,17.48,Kepler,Transit
Kepler-251 e,Kepler-251,e,2014,99.64,2.77,110884,68904,8.1,0.3793,87,189,0,3.55,Kepler,Transit
Kepler-252 b,Kepler-252,b,2014,6.67,1.23,49237,30596,2,1.0926,314,597,0,39.26,Kepler,Transit
Kepler-252 c,Kepler-252,c,2014,10.85,2.15,86065,53482,5.3,0.5281,226,439,0,20.51,Kepler,Transit
Kepler-253 b,Kepler-253,b,2014,3.78,1.63,65249,40546,3.3,0.7568,676,1249,0,194.35,Kepler,Transit
