name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,habzone,temp_c,temp_f,temp_class,type,disc_facility,disc_method,star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-1493 b,Kepler-1493,b,2016,15.02,1.41,"56,443","35,074",2.6,0.9147,137.91,0.0,0.0,601.0,1114.0,Hot,Terran,Kepler,Transit,Kepler-1493,,5863.0,1.29,1.06,0.249,4.24,6.46,1.3593600000000001,12.43147,70.11326,555.0509999999999,1,1,0
Kepler-1494 b,Kepler-1494,b,2016,91.08,3.07,"122,893","76,367",9.6,0.3321,9.11,0.0,0.0,142.0,288.0,Hot,Neptunian,Kepler,Transit,Kepler-1494,,5659.0,0.94,0.96,0.079,4.48,4.37,0.08703999999999999,18.3134,72.72811,1285.48,1,1,0
Kepler-1495 b,Kepler-1495,b,2016,85.27,2.94,"117,689","73,133",9.0,0.3521,9.1,0.0,0.0,170.0,338.0,Hot,Neptunian,Kepler,Transit,Kepler-1495,,5831.0,1.04,1.03,0.052000000000000005,4.42,4.17,0.73979,14.241179999999998,69.51755,1355.54,1,1,0
Kepler-1496 b,Kepler-1496,b,2016,64.66,2.22,"88,867","55,223",5.6,0.5064,18.38,0.0,0.0,262.0,504.0,Hot,Superterran,Kepler,Transit,Kepler-1496,,6182.0,1.27,1.18,0.304,4.29,2.95,1.22806,11.76094,78.15314000000001,1307.66,1,1,0
Kepler-1497 b,Kepler-1497,b,2016,8.74,1.66,"66,450","41,293",3.4,0.7387,172.38,0.0,0.0,651.0,1204.0,Hot,Superterran,Kepler,Transit,Kepler-1497,,5675.0,0.95,0.96,-0.073,4.47,4.27,1.0178399999999999,10.51127,79.14407,,1,1,0
Kepler-1498 b,Kepler-1498,b,2016,48.05,1.33,"53,240","33,084",2.3,0.9873,9.86,0.0,0.0,291.0,556.0,Hot,Terran,Kepler,Transit,Kepler-1498,,5256.0,0.81,0.86,-0.345,4.56,4.17,0.7862399999999999,17.5093,75.01963,,1,1,0
Kepler-1499 b,Kepler-1499,b,2016,44.2,1.19,"47,636","29,601",1.8,1.0708,7.37,0.0,0.0,136.0,277.0,Hot,Terran,Kepler,Transit,Kepler-1499,,5097.0,0.78,0.82,-0.46399999999999997,4.58,4.68,2.23047,16.85565,71.61589000000001,309.869,1,1,0
Kepler-15 b,Kepler-15,b,2011,4.94,10.76,"430,725","267,656",209.8,0.1688,430.68,0.0,0.0,978.0,1792.0,Hot,Jovian,Kepler,Transit,Kepler-15,,5515.0,0.99,1.02,-0.087,4.46,3.7,1.47,12.15254,82.30364,739.4119999999999,1,1,0
Kepler-150 b,Kepler-150,b,2014,3.43,1.25,"50,038","31,094",2.1,1.0726,367.26,0.0,0.0,858.0,1576.0,Hot,Terran,Kepler,Transit,Kepler-150,,5560.0,0.94,0.94,-0.161,4.47,4.57,2.11056,13.46754,71.83341999999999,891.092,1,5,0
Kepler-150 c,Kepler-150,c,2014,7.38,3.69,"147,711","91,789",13.2,0.2613,132.09,0.0,0.0,603.0,1117.0,Hot,Neptunian,Kepler,Transit,Kepler-150,,5560.0,0.94,0.94,-0.161,4.47,4.57,2.11056,13.46754,71.83341999999999,891.092,1,5,0
Kepler-150 d,Kepler-150,d,2014,12.56,2.79,"111,684","69,402",8.2,0.3757,65.14,0.0,0.0,461.0,862.0,Hot,Neptunian,Kepler,Transit,Kepler-150,,5560.0,0.94,0.94,-0.161,4.47,4.57,2.11056,13.46754,71.83341999999999,891.092,1,5,0
Kepler-150 e,Kepler-150,e,2014,30.83,3.12,"124,894","77,610",9.9,0.3249,19.67,0.0,0.0,271.0,520.0,Hot,Neptunian,Kepler,Transit,Kepler-150,,5560.0,0.94,0.94,-0.161,4.47,4.57,2.11056,13.46754,71.83341999999999,891.092,1,5,0
Kepler-150 f,Kepler-150,f,2017,637.21,3.64,"145,710","90,545",12.9,0.2668,,0.0,2.0,,,Warm,Neptunian,Kepler,Transit,Kepler-150,,5560.0,0.94,0.94,-0.161,4.47,4.57,2.11056,13.46754,71.83341999999999,891.092,1,5,0
Kepler-1500 b,Kepler-1500,b,2016,15.03,1.2,"48,036","29,850",1.9,1.0799,131.82,0.0,0.0,655.0,1211.0,Hot,Terran,Kepler,Transit,Kepler-1500,,5845.0,1.0,1.0,0.275,4.44,4.07,0.05326,12.69298,71.321,1217.82,1,1,0
Kepler-1501 b,Kepler-1501,b,2016,14.56,1.56,"62,447","38,805",3.0,0.8004,100.0,0.0,0.0,514.0,957.0,Hot,Superterran,Kepler,Transit,Kepler-1501,,6229.0,1.3,1.2,0.20199999999999999,4.28,2.75,1.33607,12.93486,73.75811,749.06,1,1,0
Kepler-1502 b,Kepler-1502,b,2016,41.71,3.18,"127,296","79,103",10.2,0.3158,77.32,0.0,0.0,335.0,635.0,Hot,Neptunian,Kepler,Transit,Kepler-1502,,6666.0,1.72,1.44,0.742,4.13,1.7,0.39395,7.535758,73.50379000000001,1514.02,1,1,0
Kepler-1503 b,Kepler-1503,b,2016,96.17,2.27,"90,868","56,467",5.8,0.4918,5.64,0.0,0.0,48.0,118.0,Hot,Superterran,Kepler,Transit,Kepler-1503,,5069.0,0.74,0.77,-0.14400000000000002,4.59,5.13,2.07895,10.76303,75.76026,1225.57,1,1,0
Kepler-1504 b,Kepler-1504,b,2016,82.3,2.13,"85,264","52,984",5.2,0.5354,25.17,0.0,0.0,212.0,414.0,Hot,Superterran,Kepler,Transit,Kepler-1504,,5393.0,0.81,0.85,0.46799999999999997,4.55,4.47,0.28092,16.37272,81.3727,2435.94,1,1,0
Kepler-1505 b,Kepler-1505,b,2016,30.86,0.93,"37,228","23,134",0.7,0.9292,36.12,0.0,0.0,252.0,486.0,Hot,Terran,Kepler,Transit,Kepler-1505,,5686.0,0.86,0.93,0.149,4.54,1.7,0.69052,11.44402,74.24725,495.148,1,1,0
Kepler-1506 b,Kepler-1506,b,2016,14.03,1.32,"52,840","32,835",2.3,0.9982,235.81,0.0,0.0,510.0,950.0,Hot,Terran,Kepler,Transit,Kepler-1506,,5676.0,0.93,0.95,0.426,4.49,3.98,0.38064000000000003,12.55056,73.33504,2366.02,1,1,0
Kepler-1507 b,Kepler-1507,b,2016,16.05,0.84,"33,625","20,895",0.5,0.8748,30.48,0.0,0.0,357.0,675.0,Hot,Terran,Kepler,Transit,Kepler-1507,,5410.0,0.85,0.89,-0.324,4.53,4.57,2.45597,15.67194,77.62183,320.478,1,1,0
Kepler-1508 b,Kepler-1508,b,2016,20.71,1.33,"53,240","33,084",2.3,0.9873,116.14,0.0,0.0,694.0,1281.0,Hot,Terran,Kepler,Transit,Kepler-1508,,6158.0,1.22,1.14,0.28600000000000003,4.32,2.69,0.23815999999999998,6.715286,75.19719,1260.28,1,1,0
Kepler-1509 b,Kepler-1509,b,2016,25.43,1.85,"74,056","46,019",4.1,0.6425,83.08,0.0,0.0,394.0,741.0,Hot,Superterran,Kepler,Transit,Kepler-1509,,5780.0,0.99,1.0,0.39899999999999997,4.45,3.98,0.75163,18.854029999999998,76.75355,2002.96,1,1,0
Kepler-151 b,Kepler-151,b,2014,15.23,3.06,"122,492","76,118",9.6,0.3339,40.73,0.0,0.0,366.0,691.0,Hot,Neptunian,Kepler,Transit,Kepler-151,,5460.0,0.83,0.87,-0.33399999999999996,4.55,4.6,3.74862,10.99629,73.60461,649.919,1,2,0
Kepler-151 c,Kepler-151,c,2014,24.67,2.09,"83,663","51,989",5.0,0.5481,21.41,0.0,0.0,271.0,520.0,Hot,Superterran,Kepler,Transit,Kepler-151,,5460.0,0.83,0.87,-0.33399999999999996,4.55,4.6,3.74862,10.99629,73.60461,649.919,1,2,0
Kepler-1510 b,Kepler-1510,b,2016,84.7,3.36,"134,501","83,580",11.2,0.294,14.04,0.0,0.0,264.0,507.0,Hot,Neptunian,Kepler,Transit,Kepler-1510,,6200.0,1.28,1.19,0.377,4.29,2.75,0.68214,10.131960000000001,82.40526,1696.25,1,1,0
Kepler-1511 b,Kepler-1511,b,2016,23.24,1.68,"67,251","41,790",3.5,0.7278,228.22,0.0,0.0,630.0,1166.0,Hot,Superterran,Kepler,Transit,Kepler-1511,,6064.0,1.29,1.17,0.838,4.28,3.31,0.35178000000000004,14.42583,74.39305,1475.6,1,1,0
Kepler-1512 b,Kepler-1512,b,2016,20.36,1.18,"47,236","29,353",1.8,1.8512,1.6,0.0,0.0,49.0,120.0,Hot,Terran,Kepler,Transit,Kepler-1512,,4372.0,0.67,0.73,-1.695,4.64,1.78,6.76,14.387260000000001,75.86873,,1,1,0
Kepler-1513 b,Kepler-1513,b,2016,160.88,8.46,"338,655","210,444",53.9,0.0887,2.23,0.0,0.0,73.0,163.0,Hot,Jovian,Kepler,Transit,Kepler-1513,,5617.0,0.97,0.99,-0.17,4.46,3.98,1.26197,11.86346,71.20063,349.24699999999996,1,1,0
Kepler-1514 b,Kepler-1514,b,2016,217.83,11.82,"473,157","294,024",,,3.76,0.0,0.0,70.0,158.0,Hot,Jovian,Kepler,Transit,Kepler-1514,,6251.0,1.22,1.21,0.391,4.35,1.58,0.24445,9.244164,70.90467,397.292,1,2,0
Kepler-1514 c,Kepler-1514,c,2020,10.51,1.32,"52,840","32,835",2.3,0.9964,,0.0,,,,,,Kepler,Transit,Kepler-1514,,6251.0,1.22,1.21,0.391,4.35,1.58,0.24445,9.244164,70.90467,397.292,1,2,0
Kepler-1515 b,Kepler-1515,b,2016,214.31,9.55,"382,288","237,557",66.2,0.0759,6.02,0.0,0.0,107.0,225.0,Hot,Jovian,Kepler,Transit,Kepler-1515,,6511.0,1.41,1.3,0.5660000000000001,4.26,1.82,0.50965,14.835329999999999,79.86089,539.321,1,1,0
Kepler-1516 b,Kepler-1516,b,2016,7.26,1.75,"70,053","43,531",3.7,0.6897,615.25,0.0,0.0,694.0,1281.0,Hot,Superterran,Kepler,Transit,Kepler-1516,,5904.0,1.07,1.04,0.446,4.4,4.07,0.22616,12.97157,76.60101,1358.95,1,1,0
Kepler-1517 b,Kepler-1517,b,2016,5.55,9.76,"390,694","242,781",68.7,0.0737,1526.98,0.0,0.0,2063.0,3745.0,Hot,Jovian,Kepler,Transit,Kepler-1517,,7010.0,1.95,1.58,0.879,4.06,1.38,0.31982,14.83951,74.2159,847.299,1,1,0
Kepler-1518 b,Kepler-1518,b,2016,5.11,3.05,"122,092","75,869",9.5,0.3358,1079.46,0.0,0.0,1078.0,1972.0,Hot,Neptunian,Kepler,Transit,Kepler-1518,,6846.0,1.88,1.54,0.845,4.08,1.48,1.6445,7.663236,80.03177,903.51,1,1,0
Kepler-1519 b,Kepler-1519,b,2016,240.8,7.06,"282,613","175,618",39.6,0.1122,3.94,0.0,1.0,69.0,156.0,Warm,Jovian,Kepler,Transit,Kepler-1519,,5644.0,0.91,0.94,0.326,4.5,3.98,0.29222,12.03285,82.74004000000001,1441.63,1,1,0
Kepler-152 b,Kepler-152,b,2014,18.21,2.79,"111,684","69,402",8.2,0.3757,21.08,0.0,0.0,278.0,532.0,Hot,Neptunian,Kepler,Transit,Kepler-152,,5088.0,0.72,0.83,-0.465,4.61,2.0,1.53369,15.00095,72.79168,441.09,1,2,0
Kepler-152 c,Kepler-152,c,2014,88.26,2.39,"95,672","59,452",6.3,0.461,2.57,0.0,0.0,53.0,127.0,Hot,Superterran,Kepler,Transit,Kepler-152,,5088.0,0.72,0.83,-0.465,4.61,2.0,1.53369,15.00095,72.79168,441.09,1,2,0
Kepler-1520 b,Kepler-1520,b,2016,0.65,5.77,"230,974","143,530",28.1,0.1459,1134.39,0.0,0.0,1164.0,2127.0,Hot,Neptunian,Kepler,Transit,Kepler-1520,,4677.0,0.71,0.76,-0.6729999999999999,4.61,4.47,0.47073999999999994,16.186220000000002,83.01581999999999,607.9169999999999,1,1,0
Kepler-1521 b,Kepler-1521,b,2016,47.15,2.5,"100,075","62,188",6.8,0.4338,5.12,0.0,0.0,118.0,244.0,Hot,Superterran,Kepler,Transit,Kepler-1521,,5042.0,0.76,0.81,-0.569,4.59,4.47,3.4257400000000002,9.188539,70.90509,206.983,1,1,0
Kepler-1522 b,Kepler-1522,b,2016,1.85,1.73,"69,252","43,034",3.6,0.7005,1513.46,0.0,0.0,1101.0,2014.0,Hot,Superterran,Kepler,Transit,Kepler-1522,,5706.0,0.93,0.96,0.092,4.49,3.89,2.2715799999999997,17.0464,83.27629,814.125,1,1,0
Kepler-1523 b,Kepler-1523,b,2016,0.94,1.58,"63,248","39,303",3.1,0.7895,2218.14,0.0,0.0,1403.0,2557.0,Hot,Superterran,Kepler,Transit,Kepler-1523,,5708.0,0.96,0.97,-0.099,4.46,4.37,3.3752199999999997,10.68976,79.2692,865.596,1,1,0
Kepler-1524 b,Kepler-1524,b,2016,70.97,3.54,"141,707","88,058",12.3,0.2759,8.44,0.0,0.0,165.0,329.0,Hot,Neptunian,Kepler,Transit,Kepler-1524,,6179.0,1.25,1.17,-0.006,4.31,2.88,1.9631900000000002,9.140738,72.85525,381.773,1,1,0
Kepler-1525 b,Kepler-1525,b,2016,2.42,0.91,"36,427","22,636",0.7,0.9165,715.11,0.0,0.0,1070.0,1958.0,Hot,Terran,Kepler,Transit,Kepler-1525,,5748.0,1.04,1.07,-0.011000000000000001,4.44,2.82,1.17993,15.79946,81.41922,382.98900000000003,1,1,0
Kepler-1526 b,Kepler-1526,b,2016,3.91,2.43,"97,273","60,447",6.5,0.4501,99.1,0.0,0.0,514.0,957.0,Hot,Superterran,Kepler,Transit,Kepler-1526,,4601.0,0.69,0.73,-0.7070000000000001,4.62,4.68,6.31698,14.99913,69.27849,555.5740000000001,1,1,0
Kepler-1527 b,Kepler-1527,b,2016,160.13,4.77,"190,944","118,654",20.4,0.1869,7.81,0.0,0.0,177.0,351.0,Hot,Neptunian,Kepler,Transit,Kepler-1527,,6224.0,1.32,1.21,0.48200000000000004,4.27,2.82,0.31933,9.97078,79.93768,1842.13,1,1,0
Kepler-1528 b,Kepler-1528,b,2016,1.79,1.46,"58,444","36,318",2.7,0.8748,1106.85,0.0,0.0,1276.0,2329.0,Hot,Terran,Kepler,Transit,Kepler-1528,,5857.0,1.03,1.03,-0.064,4.43,3.89,1.7282,16.42145,77.33798,817.534,1,1,0
Kepler-1529 b,Kepler-1529,b,2016,5.34,2.1,"84,063","52,238",5.1,0.5445,115.77,0.0,0.0,544.0,1011.0,Hot,Superterran,Kepler,Transit,Kepler-1529,,5048.0,0.77,0.81,-0.52,4.58,4.79,10.956539999999999,12.55984,72.85056999999999,661.0139999999999,1,1,0
Kepler-153 b,Kepler-153,b,2014,18.87,2.92,"116,888","72,635",8.8,0.3539,21.61,0.0,0.0,348.0,658.0,Hot,Neptunian,Kepler,Transit,Kepler-153,,5404.0,0.89,0.83,-0.446,4.45,13.8,5.6128800000000005,20.142329999999998,77.76659000000001,459.36800000000005,1,2,0
Kepler-153 c,Kepler-153,c,2014,46.9,2.53,"101,276","62,934",6.9,0.4265,6.42,0.0,0.0,185.0,365.0,Hot,Neptunian,Kepler,Transit,Kepler-153,,5404.0,0.89,0.83,-0.446,4.45,13.8,5.6128800000000005,20.142329999999998,77.76659000000001,459.36800000000005,1,2,0
Kepler-1530 b,Kepler-1530,b,2016,2.59,1.64,"65,649","40,795",3.3,0.7532,353.56,0.0,0.0,1211.0,2212.0,Hot,Superterran,Kepler,Transit,Kepler-1530,,5477.0,0.88,0.92,-0.311,4.52,4.27,2.25028,16.5515,79.07661999999999,489.876,1,2,0
Kepler-1530 c,Kepler-1530,c,2016,5.32,1.65,"66,050","41,044",3.4,0.7459,135.18,0.0,0.0,894.0,1641.0,Hot,Superterran,Kepler,Transit,Kepler-1530,,5477.0,0.88,0.92,-0.311,4.52,4.27,2.25028,16.5515,79.07661999999999,489.876,1,2,0
Kepler-1531 b,Kepler-1531,b,2016,1.14,1.11,"44,433","27,611",1.4,1.029,9805.45,0.0,0.0,2264.0,4107.0,Hot,Terran,Kepler,Transit,Kepler-1531,,6260.0,1.27,1.16,0.304,4.29,2.82,0.92465,15.17634,69.76803000000001,666.334,1,1,0
Kepler-1532 b,Kepler-1532,b,2016,1.09,1.35,"54,041","33,581",2.4,0.9691,1705.76,0.0,0.0,1408.0,2566.0,Hot,Terran,Kepler,Transit,Kepler-1532,,5559.0,0.88,0.91,-0.141,4.51,4.27,2.32608,7.923138000000001,75.4569,798.2460000000001,1,1,0
Kepler-1533 b,Kepler-1533,b,2016,308.55,3.46,"138,504","86,068",11.8,0.2849,4.79,0.0,0.0,57.0,135.0,Hot,Neptunian,Kepler,Transit,Kepler-1533,,6431.0,1.51,1.31,0.662,4.2,2.19,0.43856999999999996,10.21209,78.24471,966.801,1,1,0
Kepler-1534 b,Kepler-1534,b,2016,5.72,1.89,"75,657","47,014",4.2,0.6243,196.51,0.0,0.0,682.0,1260.0,Hot,Superterran,Kepler,Transit,Kepler-1534,,5442.0,0.86,0.9,-0.233,4.52,4.57,6.81343,12.105310000000001,76.28545,,1,1,0
Kepler-1535 b,Kepler-1535,b,2016,138.94,2.55,"102,077","63,432",7.0,0.4229,5.38,0.0,0.0,111.0,232.0,Hot,Neptunian,Kepler,Transit,Kepler-1535,,6021.0,1.11,1.08,0.165,4.38,3.47,0.9875799999999999,13.94174,69.77937,897.7330000000001,1,1,0
Kepler-1536 b,Kepler-1536,b,2016,364.76,3.14,"125,695","78,108",10.0,0.3212,0.19,0.0,0.0,-107.0,-161.0,Cold,Neptunian,Kepler,Transit,Kepler-1536,,4434.0,0.67,0.71,-0.805,4.64,2.95,0.2868,13.42438,77.73579000000001,387.24800000000005,1,1,0
Kepler-1537 b,Kepler-1537,b,2016,1.44,1.18,"47,236","29,353",1.8,1.069,713.17,0.0,0.0,1527.0,2781.0,Hot,Terran,Kepler,Transit,Kepler-1537,,5079.0,0.77,0.81,-0.423,4.58,5.01,9.67479,10.8044,76.90539,517.2919999999999,1,1,0
Kepler-1538 b,Kepler-1538,b,2016,175.14,2.82,"112,885","70,148",8.4,0.3721,1.99,0.0,0.0,73.0,163.0,Hot,Neptunian,Kepler,Transit,Kepler-1538,,5837.0,1.03,1.03,-0.085,4.42,4.37,1.25633,18.58161,74.99679,1125.3,1,1,0
Kepler-1539 b,Kepler-1539,b,2016,133.3,2.7,"108,081","67,163",7.8,0.392,1.57,0.0,0.0,28.0,82.0,Hot,Neptunian,Kepler,Transit,Kepler-1539,,5176.0,0.8,0.84,-0.426,4.57,4.79,3.0216,17.647579999999998,74.23509,748.326,1,1,0
Kepler-154 b,Kepler-154,b,2014,33.04,2.26,"90,468","56,218",5.7,0.4955,28.11,0.0,0.0,288.0,550.0,Hot,Superterran,Kepler,Transit,Kepler-154,,5690.0,1.0,0.98,0.033,4.42,4.47,5.8464,16.24169,81.16839,915.212,1,5,0
Kepler-154 c,Kepler-154,c,2014,62.3,2.95,"118,089","73,382",9.0,0.3503,12.07,0.0,0.0,181.0,358.0,Hot,Neptunian,Kepler,Transit,Kepler-154,,5690.0,1.0,0.98,0.033,4.42,4.47,5.8464,16.24169,81.16839,915.212,1,5,0
Kepler-154 d,Kepler-154,d,2016,20.55,3.84,"153,716","95,521",14.1,0.2486,53.0,0.0,0.0,384.0,723.0,,Neptunian,Kepler,Transit,Kepler-154,,5690.0,1.0,0.98,0.033,4.42,4.47,5.8464,16.24169,81.16839,915.212,1,5,0
Kepler-154 e,Kepler-154,e,2016,3.93,1.5,"60,045","37,313",2.9,0.8457,480.4,0.0,0.0,867.0,1593.0,,Superterran,Kepler,Transit,Kepler-154,,5690.0,1.0,0.98,0.033,4.42,4.47,5.8464,16.24169,81.16839,915.212,1,5,0
Kepler-154 f,Kepler-154,f,2016,9.92,1.5,"60,045","37,313",2.9,0.8457,139.88,0.0,0.0,565.0,1049.0,,Superterran,Kepler,Transit,Kepler-154,,5690.0,1.0,0.98,0.033,4.42,4.47,5.8464,16.24169,81.16839,915.212,1,5,0
Kepler-1540 b,Kepler-1540,b,2016,125.41,2.49,"99,675","61,939",6.8,0.4374,0.85,2.0,2.0,-7.0,19.0,Warm,Superterran,Kepler,Transit,Kepler-1540,,4540.0,0.69,0.74,-0.818,4.63,2.51,107.44923,17.13917,70.99509,244.96,2,1,0
Kepler-1541 b,Kepler-1541,b,2016,8.41,1.16,"46,435","28,855",1.6,1.0544,75.56,0.0,0.0,775.0,1427.0,Hot,Terran,Kepler,Transit,Kepler-1541,,5282.0,0.81,0.86,-0.336,4.56,4.47,10.445139999999999,19.231460000000002,77.84501,416.69199999999995,1,1,0
Kepler-1542 b,Kepler-1542,b,2016,3.95,0.76,"30,423","18,905",0.4,0.824,518.44,0.0,0.0,887.0,1629.0,Hot,Subterran,Kepler,Transit,Kepler-1542,,5564.0,0.99,0.94,0.07,4.41,8.51,0.9243399999999999,16.03366,73.09066,399.11400000000003,1,4,0
Kepler-1542 c,Kepler-1542,c,2016,2.89,0.65,"26,020","16,169",0.2,0.755,786.08,0.0,0.0,1014.0,1857.0,Hot,Subterran,Kepler,Transit,Kepler-1542,,5564.0,0.99,0.94,0.07,4.41,8.51,0.9243399999999999,16.03366,73.09066,399.11400000000003,1,4,0
Kepler-1542 d,Kepler-1542,d,2016,5.99,0.87,"34,826","21,641",0.6,0.8929,297.81,0.0,0.0,737.0,1359.0,Hot,Terran,Kepler,Transit,Kepler-1542,,5564.0,0.99,0.94,0.07,4.41,8.51,0.9243399999999999,16.03366,73.09066,399.11400000000003,1,4,0
Kepler-1542 e,Kepler-1542,e,2016,5.1,0.76,"30,423","18,905",0.4,0.824,370.0,0.0,0.0,792.0,1458.0,Hot,Subterran,Kepler,Transit,Kepler-1542,,5564.0,0.99,0.94,0.07,4.41,8.51,0.9243399999999999,16.03366,73.09066,399.11400000000003,1,4,0
Kepler-1543 b,Kepler-1543,b,2016,6.97,2.71,"108,482","67,412",7.8,0.3902,375.65,0.0,0.0,1501.0,2734.0,Hot,Neptunian,Kepler,Transit,Kepler-1543,,6561.0,1.65,1.39,0.48700000000000004,4.14,1.91,0.7539100000000001,10.61624,80.70917,921.784,1,1,0
Kepler-1544 b,Kepler-1544,b,2016,168.81,1.78,"71,254","44,278",3.8,0.5263,0.83,2.0,2.0,-4.0,25.0,Warm,Superterran,Kepler,Transit,Kepler-1544,,4886.0,0.74,0.81,-0.606,4.61,2.34,2.06,11.56066,82.70917,335.09,1,1,0
Kepler-1545 b,Kepler-1545,b,2016,163.69,2.7,"108,081","67,163",7.8,0.392,1.41,0.0,1.0,1.0,34.0,Warm,Neptunian,Kepler,Transit,Kepler-1545,,5201.0,0.8,0.84,-0.27699999999999997,4.57,4.47,4.68026,9.77288,81.68427,729.9639999999999,1,1,0
Kepler-1546 b,Kepler-1546,b,2016,19.6,3.13,"125,294","77,859",10.0,0.323,36.3,0.0,0.0,398.0,748.0,Hot,Neptunian,Kepler,Transit,Kepler-1546,,5623.0,0.93,0.95,-0.13,4.48,3.72,1.92028,7.647428,76.01243000000001,931.956,1,1,0
Kepler-1547 b,Kepler-1547,b,2016,0.69,0.9,"36,027","22,388",0.7,0.9111,5760.94,0.0,0.0,2913.0,5275.0,Hot,Terran,Kepler,Transit,Kepler-1547,,6078.0,1.18,1.12,0.23399999999999999,4.34,3.39,4.36446,17.21866,72.10916999999999,674.695,1,1,0
Kepler-1548 b,Kepler-1548,b,2016,124.83,2.64,"105,680","65,670",7.5,0.4047,1.93,0.0,0.0,77.0,171.0,Hot,Neptunian,Kepler,Transit,Kepler-1548,,5706.0,0.97,0.99,-0.307,4.46,4.37,4.0876,16.1896,76.88161,872.279,1,1,0
Kepler-1549 b,Kepler-1549,b,2016,214.89,2.57,"102,878","63,929",7.1,0.4192,1.18,0.0,2.0,13.0,55.0,Warm,Neptunian,Kepler,Transit,Kepler-1549,,5324.0,0.84,0.88,-0.273,4.54,4.79,1.90642,14.423179999999999,69.79204,803.052,1,1,0
Kepler-155 b,Kepler-155,b,2014,5.93,2.09,"83,663","51,989",5.0,0.8584,23.5,0.0,0.0,341.0,646.0,Hot,Superterran,Kepler,Transit,Kepler-155,M0 V,4508.0,0.62,0.64,-1.21,4.68,2.9,1.00752,17.449479999999998,81.9874,293.499,1,2,0
Kepler-155 c,Kepler-155,c,2014,52.66,2.24,"89,668","55,720",5.6,0.8584,1.28,0.0,0.0,13.0,55.0,Hot,Superterran,Kepler,Transit,Kepler-155,M0 V,4508.0,0.62,0.64,-1.21,4.68,2.9,1.00752,17.449479999999998,81.9874,293.499,1,2,0
Kepler-1550 b,Kepler-1550,b,2016,225.58,3.02,"120,891","75,123",9.4,0.3394,2.31,0.0,0.0,75.0,167.0,Hot,Neptunian,Kepler,Transit,Kepler-1550,,5991.0,1.11,1.07,0.11900000000000001,4.38,3.55,1.4622899999999999,12.87655,69.59785,1179.01,1,1,0
Kepler-1551 b,Kepler-1551,b,2016,24.5,2.66,"106,480","66,168",7.6,0.4011,60.42,0.0,0.0,449.0,840.0,Hot,Neptunian,Kepler,Transit,Kepler-1551,,6136.0,1.22,1.14,0.244,4.32,2.88,1.10553,8.037785000000001,73.90164,1463.72,1,1,0
Kepler-1552 b,Kepler-1552,b,2016,184.77,2.47,"98,875","61,442",6.7,0.441,1.85,2.0,2.0,-5.0,23.0,Warm,Superterran,Kepler,Transit,Kepler-1552,,5202.0,0.78,0.85,-0.201,4.58,3.31,1.71,10.36852,71.47971,769.096,1,1,0
Kepler-1553 b,Kepler-1553,b,2016,4.24,1.15,"46,035","28,606",1.6,1.049,166.11,0.0,0.0,653.0,1207.0,Hot,Terran,Kepler,Transit,Kepler-1553,,5288.0,0.81,0.85,-0.33799999999999997,4.56,4.57,2.03642,10.26622,71.69953000000001,692.5939999999999,1,1,0
Kepler-1554 b,Kepler-1554,b,2016,198.09,2.9,"116,088","72,138",8.8,0.3575,1.01,0.0,1.0,15.0,59.0,Warm,Neptunian,Kepler,Transit,Kepler-1554,,5297.0,0.81,0.84,-0.39299999999999996,4.56,4.68,2.4879599999999997,15.10175,72.46824000000001,946.847,1,1,0
Kepler-1555 b,Kepler-1555,b,2016,8.11,1.61,"64,449","40,049",3.2,0.7695,483.26,0.0,0.0,686.0,1267.0,Hot,Superterran,Kepler,Transit,Kepler-1555,,5866.0,1.06,1.04,0.389,4.4,4.37,0.72654,15.94386,76.57715,2013.27,1,1,0
Kepler-1556 b,Kepler-1556,b,2016,8.83,1.96,"78,459","48,755",4.5,0.5953,92.14,0.0,0.0,524.0,975.0,Hot,Superterran,Kepler,Transit,Kepler-1556,,5608.0,0.95,0.97,-0.231,4.47,4.9,8.39086,13.227329999999998,71.59819,944.54,1,1,0
Kepler-1557 b,Kepler-1557,b,2016,3.74,1.53,"61,246","38,059",3.0,0.824,645.54,0.0,0.0,1014.0,1857.0,Hot,Superterran,Kepler,Transit,Kepler-1557,,6099.0,1.17,1.11,0.11900000000000001,4.34,3.31,2.12805,12.48692,79.48344,1380.16,1,1,0
Kepler-1558 b,Kepler-1558,b,2016,3.5,0.68,"27,221","16,915",0.2,0.7731,189.89,0.0,0.0,746.0,1375.0,Hot,Subterran,Kepler,Transit,Kepler-1558,,5101.0,0.79,0.83,-0.48,4.57,4.9,3.74289,16.91905,77.50751,325.737,1,1,0
Kepler-1559 b,Kepler-1559,b,2016,0.97,0.72,"28,822","17,910",0.3,0.7985,1620.06,0.0,0.0,1336.0,2437.0,Hot,Subterran,Kepler,Transit,Kepler-1559,,5316.0,0.82,0.86,-0.276,4.55,4.27,1.67188,11.38106,74.6041,614.827,1,1,0
